x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_TE,receiver_type_2_WR,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_TE,receiver_type_3_WR,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
85.77,8.21,0.03,0.01,266.31,21.858227284022828,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.03,0.03,254.34,12.151263308808675,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.14,31.09,4.52,0.56,346.71,3.4665544853643895,0,1,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.42,34.21,0.09,0.14,249.74,6.00621344942052,1,0,86.79,35.45,5.21,3.12,143.22,86.45,32.87,3.49,0.17,150.62,90.27,29.6,257.38,0.0,90.12,0.0,0.0,1
85.77,8.22,0.03,0.0,268.13,21.848441592022077,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.14,0.03,0.03,253.52,12.154591724940826,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.15,31.55,4.57,0.46,344.39,3.679252641502067,0,1,87.2,32.94,3.6,1.07,155.99,86.82,32.91,3.54,0.7,150.62,86.4,34.16,0.24,0.08,250.77,5.9808444219859025,1,0,86.45,32.87,3.49,0.17,150.62,86.82,32.91,3.54,0.7,150.62,90.27,29.6,257.38,0.0,66.32,0.0,0.0,1
85.77,8.22,0.03,0.01,269.52,21.848441592022077,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.14,0.03,0.03,252.82,12.154591724940826,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.16,32.01,4.55,0.51,344.39,3.9344885309274926,0,1,87.2,32.94,3.6,1.07,155.99,86.82,32.91,3.54,0.7,150.62,86.33,34.25,0.21,0.1,250.77,6.094760044497238,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,257.38,0.0,54.62,0.0,0.0,1
85.77,8.2,0.02,0.01,270.49,21.87574455875731,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.13,0.03,0.03,252.14,12.170127361700043,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.16,32.46,4.54,0.53,346.31,4.210997506529784,0,1,87.2,32.94,3.6,1.07,155.99,86.82,32.91,3.54,0.7,150.62,86.31,34.25,0.21,0.11,250.77,6.093611408680408,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.61,257.38,0.0,23.98,0.0,0.0,1
85.76,8.21,0.03,0.01,271.55,21.868013169924694,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.14,0.02,0.02,252.14,12.160694881461339,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.17,32.92,4.55,0.53,347.06,4.528156357724415,0,1,87.2,32.94,3.6,1.07,155.99,86.82,32.91,3.54,0.7,150.62,86.38,34.31,0.11,0.07,248.49,6.0946205788383665,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.61,257.38,0.0,9.22,0.0,0.0,1
85.76,8.21,0.03,0.02,272.14,21.868013169924694,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.14,0.02,0.02,250.92,12.160694881461339,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.17,33.38,4.58,0.41,343.02,4.874525617944791,0,1,87.2,32.94,3.6,1.07,155.99,86.82,32.91,3.54,0.7,150.62,86.39,34.29,0.05,0.06,247.78,6.072832946821444,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.61,257.38,0.0,21.61,0.0,0.0,1
85.75,8.21,0.02,0.02,273.04,21.870073159456965,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.13,0.02,0.02,250.92,12.170127361700043,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.17,33.84,4.58,0.43,341.38,5.2384157910574505,0,1,87.2,32.94,3.6,1.07,155.99,87.57,32.95,3.57,1.38,155.99,86.55,34.27,0.12,0.09,236.7,5.956483862145527,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.26,29.61,258.03,0.0,1.54,0.0,0.0,1
85.74,8.22,0.03,0.02,274.46,21.862353487216332,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.13,0.01,0.02,251.52,12.170127361700043,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.57,34.27,0.12,0.11,234.62,5.944047442610138,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.17,34.29,4.58,0.49,341.38,5.608074535881279,0,1,87.31,35.33,5.35,1.77,145.4,87.83,35.21,5.43,0.75,144.54,90.26,29.61,258.03,0.0,348.34,0.0,0.0,1
85.74,8.23,0.03,0.02,276.77,21.85256964295046,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.01,0.01,252.48,12.157376361699098,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.58,34.27,0.11,0.11,233.52,5.93784472683482,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.16,34.75,4.56,0.62,341.38,6.002466159837976,0,1,87.31,35.33,5.35,1.77,145.4,86.79,35.45,5.21,3.12,143.22,90.26,29.61,258.03,0.0,337.78,0.0,0.0,1
85.74,8.23,0.02,0.02,277.68,21.85256964295046,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.01,0.01,252.48,12.157376361699098,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.64,34.26,0.13,0.13,224.66,5.892953419126951,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.14,35.21,4.54,0.78,339.39,6.410491400821005,0,1,87.31,35.33,5.35,1.77,145.4,86.79,35.45,5.21,3.12,143.22,90.26,29.61,258.03,0.0,332.75,0.0,0.0,1
85.74,8.23,0.02,0.02,278.51,21.85256964295046,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.01,0.01,254.1,12.157376361699098,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.67,34.26,0.13,0.13,221.21,5.874572324859063,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.12,35.66,4.57,0.63,341.61,6.816311319181362,0,1,87.31,35.33,5.35,1.77,145.4,86.79,35.45,5.21,3.12,143.22,90.26,29.61,258.61,0.0,344.06,0.0,0.0,1
85.74,8.22,0.02,0.02,279.12,21.862353487216332,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.01,0.01,255.12,12.157376361699098,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.69,34.27,0.12,0.12,220.52,5.8703066359433125,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.09,36.11,4.52,0.69,343.72,7.2317978400948135,0,1,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.26,29.61,258.61,0.0,346.65,0.0,0.0,1
85.75,8.21,0.01,0.01,280.27,21.870073159456965,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.15,0.01,0.01,256.02,12.144628442237337,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.71,34.27,0.11,0.12,219.02,5.858165241780068,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.06,36.56,4.45,0.85,342.75,7.651307077878919,0,1,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.26,29.61,259.57,0.0,327.18,0.0,0.0,1
85.74,8.22,0.01,0.01,280.27,21.862353487216332,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.15,0.0,0.01,257.14,12.147942212572467,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.63,34.23,0.07,0.08,203.71,5.875482958872406,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,87.03,37.0,4.44,0.76,336.15,8.065048046974056,0,1,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.61,260.32,0.0,326.16,0.0,0.0,1
85.74,8.22,0.01,0.01,280.27,21.862353487216332,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.16,0.0,0.01,257.14,12.138508969391587,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.61,34.25,0.05,0.06,203.71,5.903566718518564,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,86.99,37.44,4.35,0.95,334.23,8.485387439592847,0,1,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.61,261.2,0.0,316.78,0.0,0.0,1
85.74,8.22,0.01,0.01,280.27,21.860288195721484,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.16,0.0,0.0,258.21,12.135192623110683,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.64,34.21,0.05,0.14,196.92,5.847401132126991,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,86.95,37.86,4.18,1.29,324.23,8.885521931771931,0,1,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,90.25,29.61,261.2,0.0,297.05,0.0,0.0,1
85.74,8.23,0.01,0.01,281.01,21.85050342669477,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.16,0.0,0.0,258.82,12.135192623110683,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.66,34.17,0.06,0.2,198.92,5.80359371424293,1,0,86.82,32.91,3.54,0.7,150.62,86.79,35.45,5.21,3.12,143.22,86.92,38.27,4.09,1.3,319.39,9.27817331159534,0,1,86.3,35.56,4.82,3.7,136.3,85.85,35.67,4.35,4.35,129.81,90.25,29.61,261.2,0.0,284.84,0.0,0.0,1
85.75,8.23,0.01,0.01,283.29,21.846384140172944,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,260.2,12.12244612279221,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.66,34.16,0.07,0.15,198.92,5.789550932498993,1,0,86.82,32.91,3.54,0.7,150.62,86.79,35.45,5.21,3.12,143.22,86.87,38.67,3.96,1.41,317.08,9.666462641525078,0,1,86.3,35.56,4.82,3.7,136.3,85.85,35.67,4.35,4.35,129.81,90.24,29.61,261.2,0.0,282.4,0.0,0.0,1
85.75,8.23,0.01,0.01,284.84,21.846384140172944,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,260.2,12.12244612279221,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.67,34.16,0.07,0.1,198.06,5.783372718405752,1,0,86.82,32.91,3.54,0.7,150.62,86.79,35.45,5.21,3.12,143.22,86.83,39.06,3.81,1.5,314.12,10.046422248741091,0,1,85.85,35.67,4.35,4.35,129.81,86.3,35.56,4.82,3.7,136.3,90.24,29.61,262.08,0.0,286.68,0.0,0.0,1
85.74,8.23,0.01,0.01,284.84,21.846384140172944,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,261.22,12.11914188381339,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.68,34.15,0.08,0.06,198.06,5.763167531835247,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.78,39.43,3.69,1.45,310.28,10.40840525729086,0,1,85.85,35.67,4.35,4.35,129.81,85.45,35.77,3.84,5.16,123.42,90.23,29.61,262.08,0.0,285.87,0.0,0.0,1
85.74,8.24,0.01,0.01,284.84,21.83454373235218,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,261.93,12.115844997357796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.72,34.13,0.13,0.03,198.06,5.716677356646956,1,0,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.72,39.79,3.61,1.28,306.23,10.76486878693837,0,1,85.85,35.67,4.35,4.35,129.81,85.45,35.77,3.84,5.16,123.42,90.22,29.61,262.08,0.0,283.79,0.0,0.0,1
85.74,8.24,0.01,0.01,284.84,21.83454373235218,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,262.95,12.115844997357796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.76,34.11,0.18,0.02,199.38,5.676407314490386,1,0,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.66,40.14,3.49,1.34,303.35,11.115507185909244,0,1,85.45,35.77,3.84,5.16,123.42,85.85,35.67,4.35,4.35,129.81,90.22,29.61,262.08,0.0,280.94,0.0,0.0,1
85.73,8.25,0.01,0.01,284.84,21.824756585125982,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,263.58,12.112555469429227,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.79,34.1,0.19,0.05,199.38,5.644156269984021,1,0,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.6,40.47,3.34,1.37,300.17,11.444286784243044,0,1,85.45,35.77,3.84,5.16,123.42,85.1,35.86,3.24,5.44,120.9,90.21,29.61,262.92,0.0,281.26,0.0,0.0,1
85.73,8.24,0.01,0.01,284.84,21.834543732352177,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.22,18.17,0.0,0.0,263.58,12.115844997357796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.75,34.11,0.12,0.05,197.59,5.676407314490386,1,0,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.54,40.79,3.19,1.45,298.96,11.766957975619693,0,1,85.1,35.86,3.24,5.44,120.9,85.45,35.77,3.84,5.16,123.42,90.21,29.61,262.92,0.0,279.62,0.0,0.0,1
85.72,8.24,0.01,0.01,284.84,21.83454373235218,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,263.58,12.1092733060246,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.68,34.13,0.04,0.09,195.9,5.728944056281227,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.47,41.1,3.03,1.52,298.11,12.080273175719169,0,1,83.88,36.39,0.44,0.63,118.48,83.92,36.36,0.51,0.67,115.43,90.2,29.61,262.92,0.0,278.1,0.0,0.0,1
85.72,8.24,0.0,0.01,284.84,21.83454373235218,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.18,0.0,0.0,264.51,12.099826445036308,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.65,34.15,0.06,0.27,195.9,5.763167531835247,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.41,41.38,2.86,1.55,296.04,12.36515264766271,0,1,83.88,36.39,0.44,0.63,118.48,83.92,36.36,0.51,0.67,115.43,90.2,29.61,262.92,0.0,277.8,0.0,0.0,1
85.72,8.25,0.0,0.01,284.84,21.832494131454613,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,264.51,12.115448815458713,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.55,34.19,0.21,0.36,195.9,5.842473791126493,1,0,86.79,35.45,5.21,3.12,143.22,86.82,32.91,3.54,0.7,150.62,86.36,41.66,2.7,1.57,294.57,12.634496428429582,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.19,29.62,262.92,0.0,277.52,0.0,0.0,1
85.72,8.25,0.0,0.01,285.89,21.832494131454613,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,264.51,12.115448815458713,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.5,34.18,0.28,0.24,195.9,5.865978179297974,1,0,86.79,35.45,5.21,3.12,143.22,86.82,32.91,3.54,0.7,150.62,86.32,41.91,2.52,1.67,294.57,12.88491365900447,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.19,29.62,262.92,0.0,281.1,0.0,0.0,1
85.72,8.26,0.0,0.0,285.89,21.822706065014028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,265.45,12.115448815458713,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.5,34.16,0.24,0.1,196.68,5.850444427562742,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.29,42.16,2.38,1.62,296.0,13.132463592182535,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.19,29.62,262.92,0.0,280.03,0.0,0.0,1
85.72,8.26,0.0,0.0,286.48,21.822706065014028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,265.45,12.115448815458713,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.52,34.16,0.17,0.02,195.66,5.83785063186786,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.27,42.38,2.2,1.65,296.0,13.348557974552907,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.19,29.62,262.92,0.0,282.52,0.0,0.0,1
85.72,8.25,0.0,0.0,289.66,21.83044891888392,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.18,0.0,0.0,266.14,12.10273109674011,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.54,34.15,0.12,0.04,195.66,5.811239110551207,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.26,42.59,2.05,1.64,294.8,13.549439102782081,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.62,262.92,0.0,284.96,0.0,0.0,1
85.72,8.25,0.0,0.0,289.66,21.83044891888392,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.18,0.0,0.0,266.14,12.10273109674011,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.52,34.16,0.13,0.05,195.66,5.831569257069664,1,0,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.25,42.79,1.84,1.78,292.63,13.743864085474652,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.62,262.92,0.0,287.67,0.0,0.0,1
85.71,8.25,0.0,0.0,290.24,21.842282389896898,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,266.14,12.121637678135738,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.49,34.16,0.15,0.07,196.52,5.842687737676905,1,0,86.45,32.87,3.49,0.17,150.62,86.82,32.91,3.54,0.7,150.62,86.25,42.96,1.61,1.91,290.31,13.897258722496321,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,262.92,0.0,290.07,0.0,0.0,1
85.71,8.25,0.0,0.0,290.24,21.842282389896898,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,266.9,12.121637678135738,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.46,34.16,0.17,0.09,198.18,5.8616806463675655,1,0,86.45,32.87,3.49,0.17,150.62,86.82,32.91,3.54,0.7,150.62,86.26,43.1,1.37,2.01,286.19,14.028802514826419,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,262.92,0.0,290.45,0.0,0.0,1
85.71,8.25,0.0,0.0,291.91,21.842282389896898,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.17,0.0,0.0,267.65,12.121637678135738,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.41,34.17,0.2,0.12,199.56,5.9012286856213345,1,0,86.45,32.87,3.49,0.17,150.62,86.82,32.91,3.54,0.7,150.62,86.26,43.23,1.13,2.1,280.1,14.153670901925054,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,263.77,0.0,293.0,0.0,0.0,1
85.72,8.25,0.0,0.0,294.93,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,270.29,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.36,34.17,0.21,0.14,203.0,5.9332958800316105,1,0,86.45,32.87,3.49,0.17,150.62,86.82,32.91,3.54,0.7,150.62,86.27,43.33,0.94,2.01,274.6,14.247038288711098,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,263.77,0.0,294.09,0.0,0.0,1
85.72,8.25,0.0,0.0,294.93,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,271.3,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.33,34.21,0.21,0.15,201.72,5.983218197592336,1,0,86.79,35.45,5.21,3.12,143.22,86.45,32.87,3.49,0.17,150.62,86.27,43.42,0.73,1.89,271.56,14.333603873415791,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,263.77,0.0,292.94,0.0,0.0,1
85.72,8.25,0.0,0.0,296.76,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,271.3,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.31,34.3,0.23,0.18,208.96,6.065129841973708,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,86.28,43.48,0.54,1.7,267.35,14.388623978685382,0,1,83.88,36.39,0.44,0.63,118.48,83.84,36.4,0.38,0.59,120.75,90.18,29.63,263.77,0.0,292.7,0.0,0.0,1
85.72,8.25,0.0,0.0,298.74,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,271.3,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.28,34.36,0.24,0.19,208.96,6.130489376876862,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.53,0.43,1.34,263.79,14.43946328642447,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,294.99,0.0,0.0,1
85.72,8.25,0.0,0.0,298.74,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,272.65,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.29,34.37,0.21,0.17,208.96,6.1318594243508215,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.57,0.32,1.08,263.79,14.477972924411763,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,294.18,0.0,0.0,1
85.72,8.25,0.0,0.0,297.97,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.18,0.0,0.0,273.32,12.108926459434796,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.29,34.38,0.18,0.16,208.27,6.1395928203749826,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.59,0.24,0.82,262.79,14.497230770047093,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,296.29,0.0,0.0,1
85.72,8.25,0.0,0.0,297.97,21.84023809394028,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.18,0.0,0.0,273.32,12.105676354504116,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.26,34.36,0.16,0.16,212.53,6.143232048360213,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,86.27,43.62,0.17,0.66,261.99,14.526121299231948,0,1,79.25,40.84,1.14,0.55,149.15,79.29,40.73,1.11,0.59,151.39,90.18,29.63,263.77,0.0,304.44,0.0,0.0,1
