qb_orientation,result_0.0,result_1.0,result_2.0,result_3.0,result_4.0
273.86,0,1,0,0,0
220.37,1,0,0,0,0
215.83,1,0,0,0,0
337.15,0,0,0,1,0
260.63,0,1,0,0,0
172.48,0,1,0,0,0
113.32,1,0,0,0,0
228.41,0,0,0,0,0
226.23,0,1,0,0,0
316.0,0,1,0,0,0
256.19,0,1,0,0,0
243.97,0,1,0,0,0
313.44,0,0,1,0,0
37.9,0,1,0,0,0
344.79,0,0,1,0,0
322.0,0,0,0,0,1
297.31,0,0,1,0,0
151.88,0,1,0,0,0
251.32,0,0,1,0,0
10.33,0,0,1,0,0
162.89,1,0,0,0,0
125.59,0,0,1,0,0
158.97,0,0,0,0,0
56.51,0,0,0,1,0
53.51,0,0,0,1,0
193.3,1,0,0,0,0
110.64,1,0,0,0,0
340.88,0,0,0,0,1
276.75,0,0,0,1,0
92.89,0,0,0,0,1
71.61,0,0,0,1,0
112.99,0,0,0,0,1
311.0,0,0,1,0,0
95.99,0,1,0,0,0
80.99,0,0,0,1,0
65.18,0,0,1,0,0
145.66,0,1,0,0,0
160.39,0,1,0,0,0
170.48,1,0,0,0,0
243.43,1,0,0,0,0
258.12,0,1,0,0,0
111.4,0,0,1,0,0
279.68,0,1,0,0,0
286.04,0,0,0,1,0
240.7,1,0,0,0,0
21.42,0,0,1,0,0
34.13,0,0,0,0,1
169.05,0,0,0,0,0
288.39,1,0,0,0,0
235.45,1,0,0,0,0
234.22,1,0,0,0,0
263.22,0,1,0,0,0
145.43,0,1,0,0,0
143.76,1,0,0,0,0
121.66,0,0,0,1,0
26.1,0,0,0,1,0
127.04,0,1,0,0,0
194.54,0,1,0,0,0
111.98,0,0,0,0,1
228.04,1,0,0,0,0
321.41,0,0,0,1,0
226.8,1,0,0,0,0
268.98,0,1,0,0,0
225.38,1,0,0,0,0
67.16,0,0,1,0,0
24.88,0,0,1,0,0
223.34,1,0,0,0,0
59.86,0,0,0,1,0
164.86,1,0,0,0,0
53.03,0,0,0,1,0
218.79,1,0,0,0,0
320.4,0,0,0,0,1
227.57,1,0,0,0,0
240.14,1,0,0,0,0
312.65,0,1,0,0,0
328.6,0,0,0,0,1
212.97,0,1,0,0,0
348.58,0,0,1,0,0
326.57,0,0,1,0,0
129.61,0,1,0,0,0
254.67,0,1,0,0,0
231.66,0,1,0,0,0
241.77,1,0,0,0,0
315.23,0,0,1,0,0
311.5,0,0,0,1,0
185.86,1,0,0,0,0
344.63,0,0,0,1,0
331.12,0,0,1,0,0
304.14,0,0,0,0,1
326.23,0,0,0,0,1
237.04,1,0,0,0,0
331.66,0,0,0,1,0
332.35,0,0,0,1,0
127.77,1,0,0,0,0
349.25,0,0,1,0,0
159.09,1,0,0,0,0
119.79,0,1,0,0,0
206.51,1,0,0,0,0
295.52,1,0,0,0,0
242.0,0,1,0,0,0
146.14,0,1,0,0,0
53.14,0,0,0,0,1
150.25,1,0,0,0,0
128.0,0,1,0,0,0
156.43,1,0,0,0,0
126.8,0,1,0,0,0
111.27,0,0,0,1,0
137.51,0,1,0,0,0
166.45,1,0,0,0,0
124.16,1,0,0,0,0
63.55,0,0,1,0,0
110.49,0,1,0,0,0
343.62,0,0,0,1,0
307.96,0,0,0,0,1
77.04,0,0,1,0,0
43.7,0,0,1,0,0
172.01,0,1,0,0,0
112.35,0,1,0,0,0
80.52,0,0,1,0,0
269.21,0,0,1,0,0
331.02,0,0,1,0,0
251.23,1,0,0,0,0
310.96,0,0,1,0,0
155.94,0,1,0,0,0
46.89,0,0,0,1,0
107.92,0,1,0,0,0
71.21,0,0,0,0,1
129.95,0,1,0,0,0
123.49,1,0,0,0,0
57.83,0,1,0,0,0
316.72,0,0,0,1,0
308.95,0,0,0,1,0
333.61,0,0,0,0,1
223.99,0,0,1,0,0
314.93,0,0,0,1,0
280.62,0,0,0,1,0
85.41,0,0,0,1,0
111.97,0,1,0,0,0
287.73,0,0,1,0,0
281.96,0,1,0,0,0
109.71,0,0,1,0,0
132.33,0,1,0,0,0
346.33,0,0,0,0,1
254.17,1,0,0,0,0
273.61,0,1,0,0,0
293.47,0,0,1,0,0
311.06,0,0,0,1,0
303.95,0,0,0,1,0
282.26,0,0,0,1,0
272.8,1,0,0,0,0
170.62,1,0,0,0,0
334.96,0,0,0,0,1
283.97,1,0,0,0,0
324.78,0,0,1,0,0
95.77,0,0,0,1,0
303.11,0,0,0,0,0
272.34,1,0,0,0,0
225.99,1,0,0,0,0
52.75,0,0,0,1,0
133.13,1,0,0,0,0
157.43,0,0,1,0,0
286.46,0,0,1,0,0
111.6,0,0,0,1,0
173.79,1,0,0,0,0
37.8,0,0,1,0,0
138.93,1,0,0,0,0
210.54,0,1,0,0,0
313.61,0,0,1,0,0
332.85,0,0,0,0,0
190.2,0,1,0,0,0
295.97,0,1,0,0,0
346.25,0,0,1,0,0
347.44,0,0,0,0,1
243.61,0,0,0,0,1
143.76,1,0,0,0,0
107.36,0,1,0,0,0
176.03,0,1,0,0,0
40.85,0,0,0,1,0
307.83,0,1,0,0,0
140.52,1,0,0,0,0
313.41,0,0,0,1,0
166.98,1,0,0,0,0
305.88,0,0,0,1,0
252.16,0,1,0,0,0
324.98,0,0,0,0,1
233.59,0,1,0,0,0
205.25,1,0,0,0,0
113.95,0,0,0,0,1
266.34,0,0,0,0,1
278.03,0,1,0,0,0
327.21,0,0,0,1,0
157.53,0,1,0,0,0
296.46,0,0,1,0,0
341.67,0,0,0,1,0
132.48,0,0,1,0,0
354.43,0,0,0,1,0
31.15,0,0,0,0,1
282.71,0,0,0,1,0
287.65,1,0,0,0,0
155.32,0,1,0,0,0
41.94,0,0,0,1,0
44.09,0,0,0,1,0
331.31,0,0,1,0,0
272.48,0,0,1,0,0
316.88,0,0,0,0,0
150.51,0,0,0,1,0
232.73,1,0,0,0,0
322.72,0,1,0,0,0
239.35,0,0,0,1,0
141.05,0,1,0,0,0
58.21,0,0,0,1,0
178.36,0,0,0,0,0
105.52,0,0,1,0,0
325.51,0,0,0,1,0
57.22,0,0,0,0,1
344.74,0,0,0,1,0
296.21,0,0,1,0,0
253.63,0,1,0,0,0
109.66,0,0,1,0,0
314.41,0,0,0,1,0
314.26,0,0,1,0,0
330.91,0,0,1,0,0
92.82,0,0,0,1,0
39.61,0,0,0,1,0
113.76,1,0,0,0,0
61.3,0,0,1,0,0
22.42,1,0,0,0,0
252.77,0,0,0,1,0
308.23,0,0,1,0,0
184.07,0,1,0,0,0
130.21,0,1,0,0,0
140.02,0,0,0,0,0
318.6,0,0,0,1,0
57.48,0,1,0,0,0
102.93,0,0,1,0,0
50.66,0,0,0,1,0
38.83,0,0,1,0,0
285.56,0,0,1,0,0
120.6,0,1,0,0,0
22.85,0,0,0,1,0
118.27,1,0,0,0,0
45.01,0,0,1,0,0
111.44,1,0,0,0,0
140.19,0,1,0,0,0
274.45,0,1,0,0,0
236.45,0,0,1,0,0
359.61,0,0,1,0,0
116.73,0,0,1,0,0
129.4,1,0,0,0,0
359.0,0,0,0,1,0
275.77,0,0,1,0,0
294.83,0,0,1,0,0
292.31,0,0,1,0,0
184.85,0,0,0,1,0
188.21,1,0,0,0,0
251.16,0,0,1,0,0
164.73,1,0,0,0,0
195.64,1,0,0,0,0
48.61,0,1,0,0,0
222.99,0,0,1,0,0
113.81,1,0,0,0,0
340.32,0,0,0,0,1
12.72,0,0,1,0,0
167.1,1,0,0,0,0
252.4,0,1,0,0,0
326.34,0,1,0,0,0
184.57,1,0,0,0,0
314.84,0,0,0,1,0
226.71,0,0,1,0,0
303.14,0,0,0,0,1
237.12,0,1,0,0,0
330.85,0,0,0,1,0
290.96,0,0,0,0,1
197.86,0,1,0,0,0
180.62,1,0,0,0,0
137.16,0,1,0,0,0
29.19,0,0,0,0,1
88.37,0,0,0,0,0
75.22,0,0,0,1,0
1.87,0,0,0,1,0
35.02,0,0,1,0,0
47.62,0,0,0,0,1
280.88,0,0,0,1,0
317.31,0,0,0,1,0
196.97,0,1,0,0,0
63.9,0,0,0,1,0
139.83,1,0,0,0,0
159.59,1,0,0,0,0
22.41,0,0,0,1,0
115.91,0,1,0,0,0
39.99,0,0,0,1,0
133.13,1,0,0,0,0
357.87,0,0,0,1,0
308.73,0,0,0,1,0
266.5,0,0,1,0,0
261.13,0,0,1,0,0
216.62,0,1,0,0,0
27.01,0,0,0,0,1
113.36,0,0,1,0,0
66.57,0,0,0,1,0
329.02,0,0,0,0,1
340.37,0,0,0,0,0
308.18,0,0,0,1,0
119.62,1,0,0,0,0
89.72,0,1,0,0,0
36.39,0,0,0,1,0
151.39,0,0,1,0,0
60.85,0,0,1,0,0
272.35,0,0,1,0,0
342.65,0,0,1,0,0
265.91,0,0,0,0,1
258.51,0,0,0,0,0
16.56,0,0,0,0,1
146.58,1,0,0,0,0
24.23,0,0,0,0,0
9.78,0,0,1,0,0
44.54,0,0,0,1,0
119.68,0,1,0,0,0
133.7,1,0,0,0,0
128.81,0,1,0,0,0
69.71,0,0,1,0,0
195.33,0,0,0,1,0
230.67,1,0,0,0,0
263.93,1,0,0,0,0
96.71,0,0,1,0,0
131.83,0,1,0,0,0
93.44,0,0,0,1,0
165.71,1,0,0,0,0
37.78,0,0,0,0,1
59.44,0,0,0,1,0
322.17,0,0,0,0,1
234.37,0,0,1,0,0
297.88,0,0,0,1,0
205.41,1,0,0,0,0
68.29,0,0,1,0,0
20.39,0,0,0,1,0
81.89,0,0,1,0,0
33.58,0,0,1,0,0
177.11,1,0,0,0,0
113.9,0,0,1,0,0
168.16,0,0,1,0,0
254.72,0,0,1,0,0
303.72,0,0,0,0,0
223.36,0,1,0,0,0
236.79,1,0,0,0,0
125.97,0,1,0,0,0
45.97,0,0,0,0,1
107.39,1,0,0,0,0
114.98,0,0,1,0,0
46.42,0,0,0,1,0
6.62,0,0,0,1,0
205.93,0,0,1,0,0
286.96,0,1,0,0,0
351.05,0,0,0,1,0
304.67,0,0,1,0,0
263.82,1,0,0,0,0
84.42,0,0,0,1,0
123.53,0,1,0,0,0
185.17,1,0,0,0,0
327.06,0,0,0,1,0
250.87,0,1,0,0,0
297.37,1,0,0,0,0
244.11,0,1,0,0,0
227.34,0,0,1,0,0
253.3,0,1,0,0,0
15.69,0,0,0,0,1
234.61,1,0,0,0,0
267.63,0,0,0,1,0
202.18,0,1,0,0,0
86.22,0,0,0,0,0
135.99,0,1,0,0,0
40.93,0,0,1,0,0
159.74,1,0,0,0,0
77.04,0,0,0,1,0
143.1,0,1,0,0,0
117.91,0,1,0,0,0
130.93,0,0,1,0,0
47.05,0,0,0,0,1
68.96,0,0,0,0,0
151.09,1,0,0,0,0
151.68,0,0,0,0,0
209.75,1,0,0,0,0
229.51,1,0,0,0,0
235.71,1,0,0,0,0
339.95,0,0,0,1,0
113.76,0,1,0,0,0
120.51,0,1,0,0,0
200.6,0,0,1,0,0
223.32,0,1,0,0,0
317.93,0,0,0,1,0
325.75,0,0,0,1,0
255.25,1,0,0,0,0
309.12,0,0,0,0,1
229.01,1,0,0,0,0
269.33,0,1,0,0,0
279.64,0,1,0,0,0
348.63,0,0,1,0,0
108.14,1,0,0,0,0
319.9,0,0,0,1,0
215.39,1,0,0,0,0
321.23,0,1,0,0,0
357.53,0,0,1,0,0
315.31,0,0,0,0,0
263.15,0,0,0,1,0
120.56,1,0,0,0,0
43.84,0,0,0,1,0
26.45,0,1,0,0,0
64.14,0,0,0,0,1
260.01,0,1,0,0,0
268.77,1,0,0,0,0
135.8,1,0,0,0,0
332.58,0,0,1,0,0
39.11,0,1,0,0,0
168.12,1,0,0,0,0
126.37,0,0,0,1,0
306.04,0,0,0,1,0
322.95,0,0,0,0,0
73.46,0,0,0,0,0
41.15,0,0,0,0,1
177.94,0,0,0,0,0
159.04,1,0,0,0,0
293.7,0,1,0,0,0
278.42,0,1,0,0,0
189.23,1,0,0,0,0
126.47,0,0,0,0,0
144.11,0,1,0,0,0
32.26,0,0,1,0,0
104.9,0,0,1,0,0
86.69,0,0,1,0,0
335.59,0,0,0,1,0
224.98,1,0,0,0,0
314.46,0,1,0,0,0
250.78,0,0,0,0,0
355.36,0,0,0,1,0
235.53,0,0,1,0,0
99.53,0,0,1,0,0
65.25,0,0,0,1,0
36.7,0,0,1,0,0
110.11,0,1,0,0,0
183.24,1,0,0,0,0
50.26,0,0,0,1,0
343.11,0,0,0,1,0
344.11,0,0,0,1,0
320.99,0,0,0,0,1
234.42,1,0,0,0,0
52.87,0,0,0,0,1
147.75,0,0,0,0,0
84.39,0,0,1,0,0
279.59,1,0,0,0,0
277.08,1,0,0,0,0
45.35,0,0,0,0,1
83.54,0,0,0,1,0
162.65,0,1,0,0,0
304.73,0,0,0,1,0
291.56,0,1,0,0,0
6.62,0,0,1,0,0
145.72,0,0,1,0,0
126.19,0,0,1,0,0
117.99,0,1,0,0,0
234.44,1,0,0,0,0
79.66,1,0,0,0,0
158.23,1,0,0,0,0
98.76,0,0,0,1,0
328.7,0,0,0,1,0
151.4,0,1,0,0,0
147.02,1,0,0,0,0
159.29,1,0,0,0,0
171.18,1,0,0,0,0
306.61,0,0,0,1,0
313.86,0,0,1,0,0
88.99,1,0,0,0,0
144.15,0,1,0,0,0
162.29,1,0,0,0,0
159.8,1,0,0,0,0
158.02,1,0,0,0,0
54.94,0,0,0,0,1
78.79,0,1,0,0,0
127.26,0,0,1,0,0
254.79,0,1,0,0,0
271.38,1,0,0,0,0
316.66,0,0,1,0,0
350.71,0,0,1,0,0
33.03,0,0,0,0,1
134.6,0,0,1,0,0
315.69,1,0,0,0,0
218.85,1,0,0,0,0
89.63,0,0,0,1,0
50.23,0,0,0,1,0
154.58,0,0,1,0,0
152.23,0,1,0,0,0
109.56,0,0,1,0,0
315.71,0,1,0,0,0
289.85,1,0,0,0,0
342.72,0,0,0,1,0
66.65,0,1,0,0,0
101.97,0,0,0,1,0
32.26,0,1,0,0,0
319.47,0,0,0,1,0
326.05,0,1,0,0,0
47.11,0,0,1,0,0
88.99,0,0,0,0,1
353.21,0,0,1,0,0
324.43,0,0,0,1,0
302.93,0,0,0,1,0
60.1,0,0,0,0,1
134.79,1,0,0,0,0
106.21,0,1,0,0,0
47.92,0,0,0,1,0
72.92,0,0,0,0,1
51.54,0,0,0,0,1
34.18,0,0,0,0,1
322.28,0,0,1,0,0
279.48,1,0,0,0,0
240.78,1,0,0,0,0
63.9,0,0,1,0,0
59.16,0,0,0,0,1
354.87,0,0,0,0,0
301.55,0,0,0,1,0
73.42,0,1,0,0,0
315.26,0,0,0,1,0
89.91,1,0,0,0,0
95.29,1,0,0,0,0
350.9,0,0,1,0,0
227.4,0,1,0,0,0
230.28,0,1,0,0,0
76.59,0,0,1,0,0
356.74,0,0,1,0,0
216.4,1,0,0,0,0
213.66,0,1,0,0,0
80.35,0,0,1,0,0
97.79,0,0,0,0,0
150.15,1,0,0,0,0
340.52,0,0,0,0,1
289.14,0,1,0,0,0
66.94,0,0,0,1,0
16.94,0,0,0,1,0
168.85,0,0,1,0,0
162.73,0,0,1,0,0
246.76,0,1,0,0,0
281.51,0,0,0,1,0
358.4,0,0,0,0,1
319.99,0,0,1,0,0
4.27,0,0,0,0,1
266.83,1,0,0,0,0
264.61,1,0,0,0,0
347.49,0,1,0,0,0
252.04,0,1,0,0,0
299.21,1,0,0,0,0
279.73,0,0,1,0,0
359.18,0,0,0,0,1
273.46,1,0,0,0,0
59.26,0,0,0,1,0
46.85,0,0,0,1,0
87.17,0,0,0,0,1
163.56,1,0,0,0,0
322.55,0,0,0,0,1
331.79,0,0,0,1,0
154.17,1,0,0,0,0
82.18,0,0,0,1,0
236.12,1,0,0,0,0
292.6,0,0,0,1,0
288.15,0,1,0,0,0
325.61,0,0,0,1,0
309.72,0,0,0,1,0
269.5,0,1,0,0,0
224.41,0,0,1,0,0
111.73,1,0,0,0,0
165.44,1,0,0,0,0
44.81,0,0,0,0,1
293.44,0,0,1,0,0
251.43,1,0,0,0,0
303.77,0,0,0,1,0
101.62,0,0,0,0,1
143.33,0,0,1,0,0
139.61,0,0,0,1,0
324.06,0,0,1,0,0
275.65,0,1,0,0,0
47.45,0,0,0,1,0
149.69,1,0,0,0,0
247.48,0,0,1,0,0
347.74,0,0,0,0,1
257.81,0,0,0,0,0
318.18,0,0,1,0,0
313.31,0,0,0,0,1
43.57,0,0,0,1,0
109.07,0,0,1,0,0
332.52,0,0,1,0,0
242.68,0,1,0,0,0
14.89,0,0,0,0,1
324.74,0,0,0,0,0
357.72,0,0,0,0,0
153.92,1,0,0,0,0
310.24,0,0,0,0,1
329.58,0,0,0,1,0
56.24,0,1,0,0,0
147.46,1,0,0,0,0
54.5,0,0,0,1,0
90.93,0,0,0,1,0
138.59,1,0,0,0,0
305.03,0,0,1,0,0
3.51,0,0,1,0,0
251.94,1,0,0,0,0
355.14,0,0,0,0,1
277.98,0,0,0,0,0
22.96,0,0,0,1,0
331.79,0,0,0,1,0
170.94,0,1,0,0,0
128.94,0,0,1,0,0
79.57,0,0,0,1,0
10.04,0,0,1,0,0
118.73,1,0,0,0,0
166.35,0,1,0,0,0
33.97,0,0,0,1,0
83.87,0,0,0,0,1
48.68,0,0,0,0,1
322.77,0,0,0,1,0
325.55,0,0,1,0,0
345.6,0,0,0,0,0
257.97,1,0,0,0,0
273.6,1,0,0,0,0
305.27,0,1,0,0,0
178.39,1,0,0,0,0
247.79,1,0,0,0,0
340.11,0,0,0,1,0
335.58,0,0,0,0,1
332.7,0,0,1,0,0
292.16,0,0,0,1,0
166.06,0,1,0,0,0
129.35,1,0,0,0,0
2.73,0,0,1,0,0
50.9,0,0,1,0,0
132.48,0,0,1,0,0
168.28,1,0,0,0,0
285.83,0,0,1,0,0
312.3,0,1,0,0,0
331.11,0,0,0,0,1
350.21,0,0,0,0,1
318.7,0,0,1,0,0
128.96,0,1,0,0,0
90.19,1,0,0,0,0
266.59,1,0,0,0,0
143.73,0,1,0,0,0
168.53,0,1,0,0,0
112.33,1,0,0,0,0
116.72,0,0,0,1,0
161.37,0,1,0,0,0
342.21,0,0,0,1,0
310.81,0,0,1,0,0
127.78,0,0,1,0,0
190.26,1,0,0,0,0
135.17,0,0,0,1,0
320.32,0,1,0,0,0
241.2,0,1,0,0,0
310.96,0,0,0,0,1
300.2,0,1,0,0,0
95.58,0,0,0,1,0
67.62,0,0,0,0,0
268.16,0,0,1,0,0
174.49,0,0,1,0,0
188.8,1,0,0,0,0
41.56,0,0,0,0,1
139.77,0,0,1,0,0
182.78,1,0,0,0,0
311.46,0,1,0,0,0
258.88,0,1,0,0,0
41.4,0,0,0,1,0
51.72,0,0,0,1,0
53.78,0,0,1,0,0
2.33,0,0,0,1,0
329.07,0,0,1,0,0
100.71,0,0,0,1,0
64.17,0,0,0,0,1
309.23,0,0,0,0,1
336.87,0,0,0,1,0
319.22,0,0,1,0,0
147.51,0,0,0,0,0
83.93,0,0,0,0,1
178.6,1,0,0,0,0
130.96,1,0,0,0,0
219.22,1,0,0,0,0
356.63,0,0,0,0,1
274.38,0,1,0,0,0
274.98,0,0,0,0,0
347.08,0,0,0,0,1
242.58,1,0,0,0,0
293.6,0,0,1,0,0
342.93,0,0,0,0,0
319.47,0,0,0,1,0
295.08,0,1,0,0,0
326.9,0,0,0,1,0
355.89,0,0,0,0,1
330.5,0,0,1,0,0
349.7,0,0,0,0,1
326.89,0,0,0,1,0
345.6,0,0,0,0,0
273.52,1,0,0,0,0
239.8,0,1,0,0,0
355.05,0,0,0,0,1
245.21,1,0,0,0,0
296.4,0,0,1,0,0
99.97,0,0,1,0,0
97.26,0,0,0,1,0
118.03,1,0,0,0,0
94.57,0,0,1,0,0
132.24,1,0,0,0,0
303.18,0,0,0,0,1
78.6,0,0,0,0,1
136.57,1,0,0,0,0
62.15,0,0,0,0,1
296.91,0,0,0,1,0
273.65,0,1,0,0,0
127.64,1,0,0,0,0
137.76,0,1,0,0,0
283.85,1,0,0,0,0
292.82,1,0,0,0,0
341.13,0,0,0,0,1
265.71,1,0,0,0,0
147.11,1,0,0,0,0
89.76,0,0,0,1,0
1.54,0,0,0,1,0
239.27,0,1,0,0,0
330.05,0,0,1,0,0
309.28,0,0,1,0,0
315.49,0,0,0,0,1
138.01,1,0,0,0,0
119.35,0,1,0,0,0
61.65,0,0,0,1,0
237.55,1,0,0,0,0
306.1,0,0,0,0,1
340.89,0,1,0,0,0
240.29,1,0,0,0,0
270.24,1,0,0,0,0
301.04,0,0,1,0,0
300.04,0,1,0,0,0
309.46,1,0,0,0,0
281.13,0,0,1,0,0
307.15,0,0,0,0,1
130.8,0,0,1,0,0
29.63,0,0,0,0,1
156.0,0,0,1,0,0
95.56,0,1,0,0,0
117.26,0,0,1,0,0
314.25,0,0,1,0,0
288.37,0,1,0,0,0
301.81,0,0,0,0,0
110.96,0,0,1,0,0
152.54,1,0,0,0,0
105.73,0,0,1,0,0
104.39,0,0,0,0,1
41.6,0,0,0,1,0
161.61,0,0,1,0,0
128.11,1,0,0,0,0
34.7,0,0,0,0,1
35.77,0,0,0,1,0
243.87,0,0,0,1,0
319.66,0,0,0,0,1
340.42,0,0,0,0,1
298.01,0,0,0,1,0
329.34,0,0,0,1,0
356.34,0,0,0,0,1
276.86,0,0,0,0,1
304.49,0,0,1,0,0
339.86,0,0,1,0,0
249.15,0,1,0,0,0
276.5,1,0,0,0,0
88.85,0,0,0,1,0
328.51,0,0,0,1,0
252.73,0,1,0,0,0
262.8,1,0,0,0,0
247.56,1,0,0,0,0
4.15,0,0,0,0,1
257.22,1,0,0,0,0
347.48,0,0,0,0,0
342.89,0,0,0,0,1
177.63,1,0,0,0,0
319.36,0,0,0,1,0
265.52,1,0,0,0,0
52.71,0,0,0,0,1
93.72,0,1,0,0,0
245.69,0,1,0,0,0
96.25,0,0,1,0,0
84.5,0,0,1,0,0
345.51,0,0,0,1,0
317.19,0,0,1,0,0
202.41,0,0,1,0,0
289.24,0,0,0,1,0
291.89,0,0,0,0,1
266.15,0,0,1,0,0
247.91,0,1,0,0,0
284.32,0,0,0,1,0
267.83,0,0,1,0,0
211.91,0,0,1,0,0
68.28,0,0,0,0,0
39.9,0,0,0,0,1
337.92,0,0,0,0,0
315.78,0,0,0,0,1
133.78,1,0,0,0,0
70.91,0,0,0,1,0
96.85,0,1,0,0,0
331.19,0,0,0,1,0
236.68,0,1,0,0,0
230.21,1,0,0,0,0
325.31,0,0,0,1,0
294.51,0,0,1,0,0
254.56,0,1,0,0,0
33.79,0,0,1,0,0
112.06,0,0,1,0,0
33.93,0,0,0,1,0
23.71,0,0,0,0,1
56.42,0,0,0,0,1
326.72,0,0,0,1,0
213.28,0,1,0,0,0
275.27,0,0,1,0,0
240.27,1,0,0,0,0
110.63,1,0,0,0,0
76.55,0,0,1,0,0
103.54,1,0,0,0,0
131.76,0,0,0,0,0
97.73,0,0,0,0,0
132.29,0,0,0,0,0
340.22,0,0,0,1,0
200.82,0,0,1,0,0
321.73,0,0,0,1,0
111.37,0,1,0,0,0
85.96,0,0,1,0,0
63.53,0,0,1,0,0
13.32,0,0,1,0,0
235.34,1,0,0,0,0
285.89,0,0,0,1,0
333.18,0,0,0,1,0
61.75,0,0,0,1,0
114.51,0,0,1,0,0
240.24,0,0,0,1,0
332.48,0,0,0,0,1
269.81,0,0,0,0,1
142.39,0,0,1,0,0
110.52,1,0,0,0,0
90.8,0,0,1,0,0
36.86,0,0,0,1,0
117.35,0,0,0,1,0
88.65,0,0,0,1,0
248.09,0,1,0,0,0
337.54,0,0,0,1,0
336.93,0,0,0,1,0
331.52,0,0,0,1,0
266.48,0,0,1,0,0
357.36,0,0,0,1,0
301.74,0,0,0,0,1
228.84,1,0,0,0,0
227.4,0,0,1,0,0
278.17,0,0,0,0,1
324.43,0,0,0,0,1
293.57,0,0,0,1,0
137.09,0,0,1,0,0
58.99,0,0,0,0,1
151.95,1,0,0,0,0
97.32,0,0,1,0,0
62.84,0,0,1,0,0
177.73,1,0,0,0,0
305.2,0,0,0,1,0
307.5,0,0,0,0,0
150.29,0,0,1,0,0
98.16,0,0,0,1,0
267.44,1,0,0,0,0
221.39,1,0,0,0,0
284.43,1,0,0,0,0
133.16,0,0,1,0,0
109.9,0,0,0,1,0
288.31,0,1,0,0,0
300.44,1,0,0,0,0
170.96,0,0,1,0,0
80.21,0,1,0,0,0
292.85,0,1,0,0,0
294.26,0,0,1,0,0
341.24,0,0,0,0,1
103.23,0,1,0,0,0
47.41,0,0,0,1,0
101.53,0,0,0,1,0
154.5,0,0,0,0,0
129.97,1,0,0,0,0
55.34,0,0,0,0,1
119.61,0,0,1,0,0
80.78,0,0,0,1,0
86.95,0,1,0,0,0
106.19,0,0,1,0,0
110.64,0,1,0,0,0
81.08,0,0,0,1,0
335.76,0,1,0,0,0
280.64,1,0,0,0,0
154.05,1,0,0,0,0
22.24,0,0,1,0,0
114.58,0,0,1,0,0
72.33,0,0,0,0,1
152.68,0,1,0,0,0
97.08,0,0,0,0,1
134.16,1,0,0,0,0
132.95,1,0,0,0,0
255.92,1,0,0,0,0
326.8,0,0,1,0,0
297.71,0,0,0,1,0
236.39,1,0,0,0,0
215.88,0,0,1,0,0
295.1,0,0,0,1,0
310.38,0,0,0,1,0
118.67,0,0,1,0,0
112.86,0,0,1,0,0
126.52,0,1,0,0,0
232.67,0,1,0,0,0
264.08,1,0,0,0,0
272.19,0,1,0,0,0
128.2,0,1,0,0,0
7.31,0,0,0,1,0
132.06,1,0,0,0,0
60.96,0,0,0,1,0
126.11,1,0,0,0,0
19.68,0,0,0,0,1
350.07,0,0,0,0,1
252.69,1,0,0,0,0
287.77,1,0,0,0,0
9.91,0,0,0,1,0
279.88,0,0,1,0,0
151.11,1,0,0,0,0
1.82,0,0,0,1,0
147.1,0,0,1,0,0
111.37,1,0,0,0,0
80.21,0,0,0,0,1
139.75,0,0,0,0,0
74.34,0,0,0,1,0
67.0,0,0,0,0,1
133.84,0,1,0,0,0
136.68,0,0,1,0,0
129.54,0,1,0,0,0
188.57,0,1,0,0,0
156.87,1,0,0,0,0
60.76,0,0,0,1,0
277.65,0,0,0,0,1
273.76,0,0,0,1,0
272.1,0,0,0,1,0
281.33,0,0,0,0,1
114.89,0,0,0,0,1
140.05,0,1,0,0,0
130.12,1,0,0,0,0
109.98,0,0,1,0,0
304.97,1,0,0,0,0
257.77,0,0,0,0,1
283.07,0,0,1,0,0
285.83,1,0,0,0,0
323.94,0,0,0,1,0
323.51,0,1,0,0,0
140.89,1,0,0,0,0
31.63,0,0,1,0,0
62.34,0,0,0,1,0
229.05,1,0,0,0,0
328.12,0,0,0,1,0
245.99,0,0,1,0,0
34.19,0,0,0,0,1
236.64,1,0,0,0,0
234.47,0,1,0,0,0
53.56,0,1,0,0,0
129.02,1,0,0,0,0
333.5,0,0,0,0,1
224.46,0,0,1,0,0
239.42,1,0,0,0,0
249.05,0,1,0,0,0
335.05,0,1,0,0,0
307.77,0,1,0,0,0
313.07,0,0,1,0,0
344.49,0,0,0,1,0
290.17,0,0,1,0,0
72.95,0,1,0,0,0
55.34,0,0,0,1,0
27.51,0,0,1,0,0
57.88,0,0,0,0,0
314.85,0,1,0,0,0
8.89,0,0,0,1,0
329.13,0,0,0,0,1
339.2,0,0,0,1,0
242.45,1,0,0,0,0
83.5,0,0,0,1,0
202.76,0,0,0,1,0
140.02,0,0,1,0,0
112.42,0,0,1,0,0
61.79,0,0,0,1,0
76.06,0,0,1,0,0
116.35,0,0,1,0,0
90.9,0,1,0,0,0
116.59,0,0,0,0,1
352.02,0,0,0,0,1
313.62,0,0,0,0,1
141.7,0,1,0,0,0
62.77,0,0,1,0,0
27.47,0,1,0,0,0
56.55,0,0,0,0,1
118.31,0,0,0,1,0
109.93,0,1,0,0,0
30.84,0,0,0,1,0
42.06,0,0,0,0,1
